Notebook,RequirementID,Requirement,Source,Found,Evidence
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_SOP_AUTOTRIGGER,Auto-trigger SOPs by presentation,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_DDIMER_ADJ,Age/pregnancy-adjusted D-dimer,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_LINGER_MON,Monitor lingering patients (time since assessment),Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_FOLLOWUP_ECG,Follow-up ECG aligned with troponin,Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CLN_CT_RULES,CT rules (emergencies vs pregnancy),Clinical Spec,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CHK_QR_TRACK,QR equipment tracking (US/crash carts/wheelchairs),Checklist,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CHK_SOP_ACCESS,SOP quick-access system,Checklist,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CHK_LINGERING_DASH,Lingering patient dashboard/alerts,Checklist,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CHK_HL7_TROP_DELTA,HL7v2 processing + troponin delta logic,Checklist,True,"lvh_strain"", ""early_repol"", ""pericarditis""}:             if troponin.get(""delta_positive"") is True:                 return ""RED"", [""Occlusi"
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CHK_RESULTS_ALERT,Results notifications for significant changes,Checklist,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CHK_RISK_AUTO,Auto risk scores (HEART/GRACE/Marburg/qSOFA/MEWS/SOFA),Checklist,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CHK_DDIMER_ADJ,Adjusted D-dimer (age/pregnancy),Checklist,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,CHK_CONTEXT_TRACK,Clinical context tracking (meds/allergy/history/pregnancy/baseline),Checklist,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_MODULAR,Modular design (ops vs clinical),Architecture,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_REALTIME,Real-time updates (websocket),Architecture,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_MOBILE,Mobile interface,Architecture,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_OFFLINE,Offline capability,Architecture,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_APIS,Integration APIs (Orbis etc.),Architecture,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_HL7,HL7v2 parsing,Architecture,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_STATE,Patient state tracking,Architecture,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_AUDIT,Audit logging,Architecture,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_PRIVACY,Privacy compliance,Architecture,False,
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_DASHBOARD,Dashboard + search + alerts,Architecture,True,"ions     ""request_vbga"",""request_abga"",""ecg_interpret"",""ecg_alert"",""ecg_repeat"",""ecg_context_fetch"" }  PARAM_SCHEMAS: Dict[st"
ed_agent_mesh_day6_ECG_PATCHED.ipynb,ARCH_ACCESSIBILITY,Accessibility in high-stress use,Architecture,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_NO_AGE_SEX,No age/sex influence in decision logic,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_MED_LISTS,Medication lists + interaction checking,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_HISTORY,Relevant medical history captured (MI/COPD/DM),Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_ALLERGIES,Allergies + adverse reactions handled,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_PREGNANCY,Pregnancy status affects recommendations,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_PENI_CEPH,Penicillin→avoid cephalosporins,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_CONTRAST_PREMED,Contrast allergy premed protocols,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_NSAID_ALT,NSAID allergy → alternate pain mgmt,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_INR_ALWAYS,INR always included in lab profile,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_ECG_IMMEDIATE,Immediate ECG for chest pain,Clinical Spec,True,"er_ecg"",""ed_hold"",     ""icu_downgrade"",""bed.request"",     # ECG/triage actions     ""request_vbga"",""request_abga"",""ecg_interpret"","""
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_TROP_ALL_CHEST_ABD,Troponin ordered for chest/abdominal pain,Clinical Spec,True,"    return      # YELLOW or GREEN → schedule combined ECG + troponin at scheme window if chest pain pathway     if ecg_ai.get(""symptoms"") =="
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_TROP_SERIAL,Serial troponin logic per timeline,Clinical Spec,True,h — ECG + Troponin Scheduling (0/1h or 0/2h) Adds **batched serial ECG with 2nd troponin** to reduce nurse workload: - If chest-pain pathway
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_RISK_SCORES,Chest pain risk scores (HEART/GRACE/Marburg),Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_SEPSIS_SCORES,Sepsis/ICU scores (qSOFA/MEWS/SOFA/APACHE),Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_SOP_AUTOTRIGGER,Auto-trigger SOPs by presentation,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_DDIMER_ADJ,Age/pregnancy-adjusted D-dimer,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_LINGER_MON,Monitor lingering patients (time since assessment),Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_FOLLOWUP_ECG,Follow-up ECG aligned with troponin,Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CLN_CT_RULES,CT rules (emergencies vs pregnancy),Clinical Spec,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CHK_QR_TRACK,QR equipment tracking (US/crash carts/wheelchairs),Checklist,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CHK_SOP_ACCESS,SOP quick-access system,Checklist,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CHK_LINGERING_DASH,Lingering patient dashboard/alerts,Checklist,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CHK_HL7_TROP_DELTA,HL7v2 processing + troponin delta logic,Checklist,True,"lvh_strain"", ""early_repol"", ""pericarditis""}:             if troponin.get(""delta_positive"") is True:                 return ""RED"", [""Occlusi"
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CHK_RESULTS_ALERT,Results notifications for significant changes,Checklist,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CHK_RISK_AUTO,Auto risk scores (HEART/GRACE/Marburg/qSOFA/MEWS/SOFA),Checklist,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CHK_DDIMER_ADJ,Adjusted D-dimer (age/pregnancy),Checklist,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,CHK_CONTEXT_TRACK,Clinical context tracking (meds/allergy/history/pregnancy/baseline),Checklist,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_MODULAR,Modular design (ops vs clinical),Architecture,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_REALTIME,Real-time updates (websocket),Architecture,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_MOBILE,Mobile interface,Architecture,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_OFFLINE,Offline capability,Architecture,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_APIS,Integration APIs (Orbis etc.),Architecture,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_HL7,HL7v2 parsing,Architecture,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_STATE,Patient state tracking,Architecture,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_AUDIT,Audit logging,Architecture,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_PRIVACY,Privacy compliance,Architecture,False,
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_DASHBOARD,Dashboard + search + alerts,Architecture,True,"ions     ""request_vbga"",""request_abga"",""ecg_interpret"",""ecg_alert"",""ecg_repeat"",""ecg_context_fetch"",     # new: scheduleable "
ed_agent_mesh_day6_ECG_TROP_SCHEDULED.ipynb,ARCH_ACCESSIBILITY,Accessibility in high-stress use,Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_NO_AGE_SEX,No age/sex influence in decision logic,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_MED_LISTS,Medication lists + interaction checking,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_HISTORY,Relevant medical history captured (MI/COPD/DM),Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_ALLERGIES,Allergies + adverse reactions handled,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_PREGNANCY,Pregnancy status affects recommendations,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_PENI_CEPH,Penicillin→avoid cephalosporins,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_CONTRAST_PREMED,Contrast allergy premed protocols,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_NSAID_ALT,NSAID allergy → alternate pain mgmt,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_INR_ALWAYS,INR always included in lab profile,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_ECG_IMMEDIATE,Immediate ECG for chest pain,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_TROP_ALL_CHEST_ABD,Troponin ordered for chest/abdominal pain,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_TROP_SERIAL,Serial troponin logic per timeline,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_RISK_SCORES,Chest pain risk scores (HEART/GRACE/Marburg),Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_SEPSIS_SCORES,Sepsis/ICU scores (qSOFA/MEWS/SOFA/APACHE),Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_SOP_AUTOTRIGGER,Auto-trigger SOPs by presentation,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_DDIMER_ADJ,Age/pregnancy-adjusted D-dimer,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_LINGER_MON,Monitor lingering patients (time since assessment),Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_FOLLOWUP_ECG,Follow-up ECG aligned with troponin,Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CLN_CT_RULES,CT rules (emergencies vs pregnancy),Clinical Spec,False,
ed_agent_mesh_day6_PATCHED.ipynb,CHK_QR_TRACK,QR equipment tracking (US/crash carts/wheelchairs),Checklist,False,
ed_agent_mesh_day6_PATCHED.ipynb,CHK_SOP_ACCESS,SOP quick-access system,Checklist,False,
ed_agent_mesh_day6_PATCHED.ipynb,CHK_LINGERING_DASH,Lingering patient dashboard/alerts,Checklist,False,
ed_agent_mesh_day6_PATCHED.ipynb,CHK_HL7_TROP_DELTA,HL7v2 processing + troponin delta logic,Checklist,False,
ed_agent_mesh_day6_PATCHED.ipynb,CHK_RESULTS_ALERT,Results notifications for significant changes,Checklist,False,
ed_agent_mesh_day6_PATCHED.ipynb,CHK_RISK_AUTO,Auto risk scores (HEART/GRACE/Marburg/qSOFA/MEWS/SOFA),Checklist,False,
ed_agent_mesh_day6_PATCHED.ipynb,CHK_DDIMER_ADJ,Adjusted D-dimer (age/pregnancy),Checklist,False,
ed_agent_mesh_day6_PATCHED.ipynb,CHK_CONTEXT_TRACK,Clinical context tracking (meds/allergy/history/pregnancy/baseline),Checklist,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_MODULAR,Modular design (ops vs clinical),Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_REALTIME,Real-time updates (websocket),Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_MOBILE,Mobile interface,Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_OFFLINE,Offline capability,Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_APIS,Integration APIs (Orbis etc.),Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_HL7,HL7v2 parsing,Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_STATE,Patient state tracking,Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_AUDIT,Audit logging,Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_PRIVACY,Privacy compliance,Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_DASHBOARD,Dashboard + search + alerts,Architecture,False,
ed_agent_mesh_day6_PATCHED.ipynb,ARCH_ACCESSIBILITY,Accessibility in high-stress use,Architecture,False,
